index,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
5846,OI74902,California,F,College,,15630.0,115.0,1.0,Personal Auto,SUV,656.775467
5847,GV33313,Arizona,F,Bachelor,,35625.0,65.0,1.0,Personal Auto,Four-Door Car,288.572108
5848,WA54110,Nevada,M,High School or Below,,48329.0,67.0,0.0,Corporate Auto,Four-Door Car,470.386291
5849,IS94199,California,F,High School or Below,,11904.0,61.0,2.0,Personal Auto,Two-Door Car,292.8
5850,XE22944,Arizona,F,Bachelor,,12261.0,125.0,0.0,Personal Auto,SUV,600.0
5851,CK24264,Arizona,M,High School or Below,,0.0,86.0,0.0,Personal Auto,Four-Door Car,39.730199
5852,BF54215,California,F,Master,,87810.0,94.0,3.0,Personal Auto,Four-Door Car,225.641724
5853,HW85007,Oregon,M,Bachelor,,64744.0,139.0,0.0,Personal Auto,SUV,41.308429
5854,PA56702,Arizona,M,Doctor,,0.0,117.0,0.0,Personal Auto,SUV,957.134978
5855,VD87432,Washington,M,Bachelor,,60735.0,135.0,0.0,Personal Auto,SUV,571.695889
5856,GG57214,Washington,F,Bachelor,,0.0,67.0,0.0,Personal Auto,Two-Door Car,482.4
5857,EK10022,California,M,Bachelor,,36261.0,118.0,0.0,Corporate Auto,SUV,1197.713861
5858,IV97881,Nevada,M,High School or Below,,0.0,135.0,0.0,Personal Auto,Luxury,648.0
5859,GS85403,Washington,F,Master,,0.0,122.0,0.0,Corporate Auto,Luxury,650.52179
5860,UO48558,California,M,High School or Below,,23277.0,77.0,2.0,Corporate Auto,Four-Door Car,369.6
5861,SX18141,Arizona,F,High School or Below,,50320.0,73.0,0.0,Personal Auto,Four-Door Car,297.738909
5862,KK26955,Washington,F,High School or Below,,49675.0,65.0,0.0,Personal Auto,Two-Door Car,312.0
5863,PV12088,Arizona,M,High School or Below,,19508.0,61.0,0.0,Personal Auto,Two-Door Car,292.8
5864,TV97612,Oregon,M,Bachelor,,20815.0,110.0,0.0,Personal Auto,SUV,528.0
5865,VA95387,Nevada,M,High School or Below,,46621.0,61.0,0.0,Corporate Auto,Four-Door Car,30.448249
5866,XF93358,Arizona,F,High School or Below,,22775.0,184.0,0.0,Personal Auto,Luxury,883.2
5867,WP64059,California,F,Bachelor,,91814.0,63.0,0.0,Personal Auto,Two-Door Car,167.037619
5868,YY63521,Arizona,M,College,,20396.0,76.0,1.0,Personal Auto,Four-Door Car,364.8
5869,FH69597,California,F,High School or Below,,73836.0,182.0,3.0,Personal Auto,Luxury,553.385695
5870,UT76436,Nevada,F,Bachelor,,55910.0,86.0,0.0,Personal Auto,Four-Door Car,324.348688
5871,VA94160,California,F,High School or Below,,43054.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
5872,NJ55678,Arizona,F,Bachelor,,64543.0,65.0,0.0,Personal Auto,Four-Door Car,200.177163
5873,OJ60800,Oregon,M,Bachelor,,75988.0,67.0,0.0,Personal Auto,Four-Door Car,200.54531
5874,PG20605,Arizona,M,College,,0.0,64.0,0.0,Personal Auto,Four-Door Car,572.522796
5875,UT88283,Arizona,F,College,,29051.0,73.0,0.0,Personal Auto,Two-Door Car,153.200014
5876,AF48816,Arizona,F,Bachelor,,87382.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
5877,SY93381,California,F,College,,30694.0,91.0,1.0,Personal Auto,Four-Door Car,436.8
5878,ZI63885,Washington,M,High School or Below,,0.0,85.0,0.0,Personal Auto,Four-Door Car,877.034575
5879,SD41771,California,M,High School or Below,,49259.0,144.0,0.0,Personal Auto,Luxury,820.431905
5880,IG80910,Oregon,F,High School or Below,,47528.0,77.0,1.0,Personal Auto,Four-Door Car,277.582137
5881,RA62452,Nevada,M,Bachelor,,70624.0,106.0,0.0,Corporate Auto,SUV,49.234943
5882,NI88122,California,F,College,,0.0,64.0,0.0,Corporate Auto,Four-Door Car,505.975326
5883,LG90006,Oregon,F,Doctor,,31409.0,93.0,0.0,Personal Auto,Four-Door Car,381.960657
5884,XZ83249,Nevada,F,High School or Below,,35504.0,128.0,0.0,Personal Auto,SUV,404.303518
5885,EP26605,Washington,F,Bachelor,,44833.0,72.0,0.0,Personal Auto,Two-Door Car,345.6
5886,LW29130,Washington,F,High School or Below,,24423.0,67.0,0.0,Corporate Auto,Two-Door Car,321.6
5887,UD61088,California,M,Bachelor,,0.0,127.0,0.0,Personal Auto,SUV,609.6
5888,UY81122,Oregon,F,College,,0.0,69.0,3.0,Personal Auto,Four-Door Car,433.959806
5889,ED87136,Arizona,M,High School or Below,,0.0,61.0,0.0,Personal Auto,Four-Door Car,439.2
5890,PK58026,Nevada,F,Bachelor,,96917.0,71.0,0.0,Personal Auto,Two-Door Car,373.047039
5891,OD79784,Arizona,M,Bachelor,,84450.0,68.0,0.0,Corporate Auto,Four-Door Car,291.257059
5892,OO79691,Arizona,F,College,,0.0,111.0,0.0,Personal Auto,SUV,1018.808223
5893,PE72393,Arizona,F,High School or Below,,0.0,115.0,0.0,Corporate Auto,Four-Door Car,840.179082
5894,QG39997,Arizona,F,College,,10097.0,110.0,0.0,Personal Auto,Four-Door Car,218.635593
5895,ET45138,California,F,College,,33255.0,138.0,0.0,Personal Auto,Luxury,662.4
5896,WP46383,Oregon,F,Bachelor,,94132.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
5897,FJ12205,Oregon,M,Master,,42602.0,85.0,3.0,Personal Auto,Two-Door Car,63.161647
5898,KE42114,Nevada,M,Doctor,,17250.0,62.0,0.0,Personal Auto,Four-Door Car,175.528642
5899,CO15448,California,M,College,,74212.0,73.0,0.0,Personal Auto,Four-Door Car,188.878749
5900,SU31072,Washington,M,Bachelor,,85756.0,61.0,0.0,Personal Auto,Four-Door Car,117.036869
5901,LC87490,Arizona,F,Bachelor,,24910.0,63.0,1.0,Personal Auto,Four-Door Car,347.857619
5902,OT36536,Oregon,M,Bachelor,,41596.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
5903,DE59454,Nevada,M,Bachelor,,72202.0,63.0,0.0,Corporate Auto,Two-Door Car,453.6
5904,VS63956,California,M,Bachelor,,33967.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
5905,TR39403,California,F,Master,,77951.0,93.0,3.0,Corporate Auto,Two-Door Car,19.668633
5906,AB62982,Oregon,F,Doctor,,77521.0,73.0,0.0,Personal Auto,Two-Door Car,350.4
5907,QP76867,Oregon,M,College,,0.0,109.0,0.0,Personal Auto,Luxury,852.460341
5908,MO41014,Arizona,M,Bachelor,,86305.0,62.0,0.0,Corporate Auto,Four-Door Car,80.73124
5909,EK56325,Arizona,M,High School or Below,,0.0,92.0,2.0,Personal Auto,Four-Door Car,662.4
5910,LB59405,California,F,High School or Below,,57693.0,76.0,0.0,Personal Auto,Four-Door Car,547.2
5911,JI37927,Oregon,F,College,,0.0,112.0,3.0,Corporate Auto,SUV,78.975117
5912,OJ43280,California,M,Bachelor,,33137.0,74.0,0.0,Personal Auto,Two-Door Car,472.500375
5913,YW43854,Washington,M,High School or Below,,0.0,68.0,0.0,Personal Auto,Four-Door Car,489.6
5914,AL43475,California,F,College,,44938.0,183.0,0.0,Personal Auto,Luxury,2069.309854
5915,XY80192,Oregon,M,High School or Below,,33617.0,117.0,0.0,Personal Auto,Four-Door Car,761.722334
5916,PI71828,Arizona,M,College,,38460.0,61.0,0.0,Personal Auto,Four-Door Car,191.365686
5917,RQ94849,California,M,College,,0.0,67.0,0.0,Personal Auto,Four-Door Car,482.4
5918,JX93039,Washington,F,College,,40171.0,123.0,0.0,Personal Auto,SUV,576.880144
5919,KF44948,Washington,F,High School or Below,,0.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
5920,OK14812,Nevada,M,Doctor,,36631.0,62.0,0.0,Personal Auto,Four-Door Car,67.530904
5921,UV49359,Nevada,F,Bachelor,,74335.0,187.0,0.0,Corporate Auto,Luxury,896.436023
5922,IZ88103,California,F,Bachelor,,79421.0,104.0,0.0,Personal Auto,Four-Door Car,115.126739
5923,QC27179,Oregon,M,Bachelor,,38466.0,68.0,0.0,Personal Auto,Two-Door Car,204.685796
5924,VC47959,Arizona,F,College,,54495.0,61.0,0.0,Personal Auto,Four-Door Car,182.350945
5925,BN45584,Oregon,F,College,,0.0,112.0,0.0,Special Auto,Luxury,806.4
5926,YP53257,Oregon,F,Bachelor,,14290.0,271.0,0.0,Personal Auto,Luxury,1300.8
5927,VP84987,California,M,College,,0.0,73.0,0.0,Personal Auto,Two-Door Car,350.4
5928,LK57934,Nevada,M,Bachelor,,45776.0,89.0,0.0,Personal Auto,Four-Door Car,95.95081
5929,AV49798,Arizona,M,College,,94263.0,98.0,0.0,Personal Auto,Four-Door Car,112.420211
5930,RD73104,Washington,F,High School or Below,,12181.0,108.0,0.0,Personal Auto,Four-Door Car,591.511506
5931,IZ17303,California,M,Bachelor,,97268.0,85.0,0.0,Personal Auto,Four-Door Car,35.278648
5932,PK79296,California,F,College,,28995.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
5933,VA82895,Oregon,F,High School or Below,,25030.0,113.0,4.0,Personal Auto,Luxury,542.4
5934,WC66749,Oregon,F,College,,12613.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
5935,JO68735,California,F,Bachelor,,0.0,64.0,0.0,Personal Auto,Two-Door Car,460.8
5936,JA55700,California,M,High School or Below,,25927.0,103.0,0.0,Personal Auto,SUV,674.973614
5937,IX97339,Arizona,F,College,,0.0,134.0,0.0,Corporate Auto,SUV,643.2
5938,DH93540,Oregon,M,College,,28215.0,65.0,0.0,Personal Auto,Two-Door Car,468.0
5939,KV56995,Nevada,M,Bachelor,,18375.0,103.0,0.0,Personal Auto,Luxury,535.080276
5940,PA15141,California,F,High School or Below,,43221.0,87.0,0.0,Special Auto,Four-Door Car,398.735257
5941,FC48492,California,M,Bachelor,,0.0,84.0,0.0,Personal Auto,Four-Door Car,849.011958
5942,ZJ29643,Washington,F,Doctor,,0.0,84.0,1.0,Personal Auto,Four-Door Car,481.025786
5943,EC22495,Oregon,M,High School or Below,,52082.0,79.0,0.0,Personal Auto,Four-Door Car,379.2
5944,RO87000,California,M,High School or Below,,50719.0,68.0,0.0,Personal Auto,Four-Door Car,394.248334
5945,YU35148,Washington,F,Bachelor,,0.0,123.0,0.0,Personal Auto,SUV,590.4
5946,BW51534,California,F,High School or Below,,0.0,110.0,0.0,Corporate Auto,SUV,528.0
5947,ER50891,California,M,High School or Below,,39248.0,87.0,0.0,Personal Auto,Four-Door Car,386.765125
5948,LM63497,Oregon,F,College,,0.0,82.0,0.0,Personal Auto,Four-Door Car,590.4
5949,DE71115,Washington,M,High School or Below,,68463.0,70.0,1.0,Personal Auto,Four-Door Car,336.0
5950,AX71238,California,M,High School or Below,,38096.0,99.0,0.0,Personal Auto,Two-Door Car,475.2
5951,IZ50034,Washington,M,College,,42124.0,101.0,0.0,Personal Auto,SUV,484.8
5952,AR75105,California,F,College,,21073.0,106.0,1.0,Personal Auto,SUV,508.8
5953,LX77880,Oregon,F,Bachelor,,24149.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
5954,PQ72803,Washington,F,High School or Below,,10312.0,78.0,0.0,Personal Auto,Four-Door Car,486.278557
5955,PV99529,Arizona,M,Bachelor,,0.0,77.0,0.0,Personal Auto,Two-Door Car,404.82483
5956,UW10841,California,M,Bachelor,,74115.0,63.0,0.0,Personal Auto,Four-Door Car,275.349481
5957,UO93347,California,M,High School or Below,,34624.0,95.0,0.0,Personal Auto,Four-Door Car,270.370335
5958,WK46492,Arizona,F,Bachelor,,36108.0,128.0,2.0,Personal Auto,SUV,614.4
5959,DO70918,Nevada,F,High School or Below,,0.0,127.0,0.0,Special Auto,Luxury,914.4
5960,KG71396,Nevada,M,High School or Below,,0.0,118.0,0.0,Corporate Auto,Two-Door Car,959.849922
5961,MI16758,Nevada,F,High School or Below,,43184.0,102.0,0.0,Personal Auto,SUV,376.836888
5962,AT98182,California,F,Doctor,,0.0,67.0,0.0,Corporate Auto,Four-Door Car,146.301396
5963,GP67583,Arizona,M,College,,35349.0,102.0,0.0,Personal Auto,Four-Door Car,489.6
5964,DY73849,California,F,Bachelor,,0.0,124.0,0.0,Personal Auto,SUV,250.723005
5965,UR42360,California,M,Bachelor,,35095.0,73.0,0.0,Personal Auto,Two-Door Car,525.6
5966,IK74329,Arizona,F,High School or Below,,13164.0,70.0,0.0,Personal Auto,Two-Door Car,75.393383
5967,WJ20394,Nevada,M,High School or Below,,0.0,141.0,0.0,Corporate Auto,SUV,676.8
5968,PF26758,Oregon,F,College,,94880.0,79.0,3.0,Special Auto,Four-Door Car,347.595108
5969,DK81475,Nevada,M,College,,95301.0,114.0,0.0,Personal Auto,SUV,547.2
5970,DK93464,Nevada,F,Bachelor,,56202.0,107.0,0.0,Personal Auto,Two-Door Car,513.511091
5971,XS76166,Oregon,F,College,,35592.0,82.0,0.0,Personal Auto,Two-Door Car,496.805418
5972,TZ76531,California,M,High School or Below,,0.0,113.0,0.0,Personal Auto,Four-Door Car,542.4
5973,RC22595,Arizona,F,College,,0.0,102.0,0.0,Personal Auto,Four-Door Car,489.6
5974,IA90990,California,F,High School or Below,,0.0,89.0,0.0,Corporate Auto,Two-Door Car,640.8
5975,QQ69088,Washington,M,Doctor,,11097.0,73.0,0.0,Corporate Auto,Two-Door Car,350.4
5976,ED59130,Arizona,M,Bachelor,,74900.0,208.0,0.0,Personal Auto,Luxury,998.4
5977,SC90717,California,M,Doctor,,23576.0,89.0,0.0,Personal Auto,Four-Door Car,383.508096
5978,PP36346,Nevada,F,High School or Below,,23393.0,95.0,0.0,Corporate Auto,Four-Door Car,456.0
5979,JU75786,Oregon,F,Master,,0.0,95.0,0.0,Personal Auto,Two-Door Car,149.843223
5980,TU68427,Arizona,F,High School or Below,,0.0,73.0,0.0,Personal Auto,Two-Door Car,350.4
5981,YD28431,California,F,Master,,66346.0,87.0,1.0,Personal Auto,Four-Door Car,78.179743
5982,MY56715,Oregon,M,Bachelor,,58109.0,86.0,0.0,Corporate Auto,Two-Door Car,412.8
5983,NF60680,Arizona,F,High School or Below,,92766.0,71.0,0.0,Personal Auto,Two-Door Car,379.029102
5984,BD70337,California,M,High School or Below,,26307.0,73.0,0.0,Personal Auto,Four-Door Car,313.192439
5985,DM77491,Oregon,M,Bachelor,,0.0,69.0,0.0,Personal Auto,Four-Door Car,238.057939
5986,EV57176,California,F,High School or Below,,21171.0,72.0,0.0,Corporate Auto,Four-Door Car,345.6
5987,CQ76876,California,F,College,,82753.0,114.0,0.0,Personal Auto,Four-Door Car,264.666921
5988,QI89498,Oregon,F,College,,0.0,64.0,0.0,Personal Auto,Four-Door Car,757.206098
5989,BH43020,California,M,Bachelor,,39754.0,85.0,0.0,Personal Auto,Four-Door Car,62.282034
5990,EC66666,Arizona,F,College,,0.0,67.0,0.0,Personal Auto,Two-Door Car,321.6
5991,EO74797,Arizona,F,Bachelor,,0.0,76.0,1.0,Personal Auto,Four-Door Car,364.8
5992,IA30254,Nevada,M,High School or Below,,0.0,70.0,0.0,Corporate Auto,Four-Door Car,712.619939
5993,KC79907,Arizona,F,College,,91915.0,186.0,0.0,Personal Auto,Luxury,93.56694
5994,XW34862,Nevada,F,Master,,21514.0,62.0,0.0,Special Auto,Two-Door Car,257.248789
5995,RI76930,California,F,College,,43276.0,104.0,0.0,Personal Auto,SUV,499.2
5996,XZ40716,California,F,High School or Below,,75531.0,102.0,0.0,Personal Auto,Four-Door Car,489.6
5997,ZC75052,California,M,Bachelor,,23665.0,67.0,0.0,Personal Auto,Four-Door Car,404.817249
5998,DH51686,Arizona,F,Bachelor,,0.0,118.0,0.0,Personal Auto,Four-Door Car,566.4
5999,HJ89045,California,F,Bachelor,,96337.0,127.0,0.0,Personal Auto,SUV,609.6
6000,DJ34695,California,M,High School or Below,,60180.0,183.0,0.0,Corporate Auto,Luxury,988.533256
6001,KR89806,Oregon,F,High School or Below,,0.0,63.0,0.0,Personal Auto,Four-Door Car,685.12694
6002,OX62816,Washington,M,Master,,30376.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
6003,WM36886,California,M,Master,,88997.0,72.0,0.0,Corporate Auto,Four-Door Car,174.041566
6004,BE92692,Oregon,M,Bachelor,,69236.0,63.0,1.0,Personal Auto,Four-Door Car,110.868874
6005,JV79596,Oregon,F,Bachelor,,27627.0,63.0,0.0,Special Auto,Two-Door Car,453.6
6006,KA49711,Nevada,M,Bachelor,,77524.0,68.0,3.0,Corporate Auto,Four-Door Car,64.799325
6007,YI68606,Oregon,F,High School or Below,,75449.0,61.0,0.0,Corporate Auto,Two-Door Car,130.775164
6008,AU11344,Oregon,F,Bachelor,,35666.0,131.0,0.0,Personal Auto,SUV,312.110029
6009,BG42047,Nevada,M,College,,17658.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
6010,CF73234,Oregon,M,High School or Below,,0.0,71.0,0.0,Corporate Auto,Four-Door Car,340.8
6011,VE85103,Nevada,M,College,,20567.0,72.0,4.0,Personal Auto,Four-Door Car,345.6
6012,LN99977,California,F,College,,30061.0,104.0,0.0,Special Auto,Luxury,499.2
6013,CR56473,Nevada,M,High School or Below,,0.0,74.0,0.0,Corporate Auto,Four-Door Car,532.8
6014,YP32443,Oregon,M,Bachelor,,20354.0,116.0,0.0,Personal Auto,SUV,556.8
6015,MQ46375,Oregon,M,Bachelor,,36637.0,192.0,0.0,Corporate Auto,Luxury,921.6
6016,VU30980,California,M,High School or Below,,0.0,131.0,0.0,Personal Auto,SUV,628.8
6017,JX50349,Oregon,F,College,,63860.0,62.0,0.0,Personal Auto,Four-Door Car,208.598246
6018,DH34004,California,M,College,,0.0,199.0,3.0,Personal Auto,Luxury,955.2
6019,DU66880,Arizona,M,High School or Below,,58544.0,114.0,0.0,Personal Auto,Four-Door Car,769.788818
6020,QH87479,Oregon,F,High School or Below,,54586.0,76.0,0.0,Personal Auto,Two-Door Car,122.590766
6021,MF87270,California,F,High School or Below,,57248.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
6022,PX99904,California,F,Bachelor,,0.0,134.0,0.0,Corporate Auto,Luxury,964.8
6023,TD43065,California,M,Bachelor,,66037.0,69.0,0.0,Personal Auto,Four-Door Car,69.004181
6024,DU39756,Nevada,F,Master,,29462.0,107.0,1.0,Corporate Auto,SUV,513.6
6025,GY65868,California,M,Bachelor,,64541.0,86.0,0.0,Personal Auto,Four-Door Car,256.279637
6026,NG15645,California,F,Master,,27382.0,71.0,0.0,Personal Auto,Four-Door Car,134.104322
6027,HH69970,California,F,Bachelor,,32311.0,79.0,0.0,Corporate Auto,Four-Door Car,207.289724
6028,YJ57293,California,M,College,,23830.0,76.0,1.0,Corporate Auto,Two-Door Car,364.8
6029,BV22194,Arizona,F,High School or Below,,88178.0,70.0,0.0,Personal Auto,Two-Door Car,336.0
6030,UH22701,Oregon,F,Master,,72236.0,80.0,0.0,Personal Auto,Four-Door Car,518.064733
6031,IA85970,California,F,Bachelor,,0.0,112.0,0.0,Personal Auto,SUV,438.812143
6032,TC18240,Oregon,M,College,,67890.0,63.0,0.0,Personal Auto,Four-Door Car,174.08854
6033,GE58317,Arizona,F,College,,38713.0,66.0,4.0,Personal Auto,Four-Door Car,316.8
6034,GW42895,Oregon,F,Bachelor,,77803.0,63.0,0.0,Personal Auto,Four-Door Car,217.554695
6035,FH77504,California,F,Bachelor,,51643.0,283.0,0.0,Personal Auto,Luxury,1358.4
6036,XK87182,Oregon,F,College,,46402.0,113.0,0.0,Personal Auto,Four-Door Car,476.385575
6037,HB17438,Washington,M,Bachelor,,92044.0,132.0,0.0,Personal Auto,SUV,617.288574
6038,DH18269,Arizona,M,College,,16040.0,96.0,0.0,Personal Auto,Two-Door Car,611.476898
6039,DP19820,Oregon,M,College,,0.0,135.0,4.0,Personal Auto,SUV,980.52817
6040,IK64989,Washington,M,Bachelor,,17622.0,65.0,1.0,Personal Auto,Four-Door Car,312.0
6041,MP85571,Arizona,F,Bachelor,,0.0,188.0,4.0,Personal Auto,SUV,2156.011022
6042,VO29645,Oregon,M,High School or Below,,12430.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
6043,GP83239,California,M,College,,58414.0,210.0,2.0,Personal Auto,Luxury,1008.0
6044,GQ21970,Nevada,F,Bachelor,,17257.0,70.0,0.0,Personal Auto,Four-Door Car,551.132139
6045,HP40365,Oregon,F,College,,70492.0,70.0,0.0,Personal Auto,Two-Door Car,328.362698
6046,UX87150,California,M,College,,68229.0,96.0,0.0,Corporate Auto,Four-Door Car,460.8
6047,OZ30867,Oregon,F,High School or Below,,33397.0,106.0,0.0,Personal Auto,SUV,508.8
6048,LC60153,California,M,Bachelor,,72503.0,106.0,0.0,Personal Auto,SUV,295.821353
6049,OX87524,California,F,Master,,90349.0,64.0,0.0,Personal Auto,Four-Door Car,435.7186
6050,ZY78741,California,M,High School or Below,,0.0,87.0,0.0,Corporate Auto,Four-Door Car,626.4
6051,DB79306,California,M,College,,25480.0,117.0,3.0,Personal Auto,SUV,486.545439
6052,EM77767,Oregon,F,College,,72462.0,68.0,0.0,Personal Auto,Two-Door Car,272.737308
6053,PH78214,Oregon,F,College,,27677.0,72.0,1.0,Personal Auto,Four-Door Car,345.6
6054,LY17996,California,M,High School or Below,,25743.0,79.0,0.0,Personal Auto,Two-Door Car,596.2476
6055,XV76553,Oregon,M,High School or Below,,74935.0,112.0,0.0,Corporate Auto,SUV,192.859737
6056,SD38003,California,M,Bachelor,,0.0,71.0,0.0,Personal Auto,Four-Door Car,511.2
6057,QC30094,Oregon,F,High School or Below,,15921.0,92.0,1.0,Corporate Auto,Four-Door Car,571.549745
6058,KH92987,Arizona,F,High School or Below,,30095.0,136.0,0.0,Personal Auto,SUV,652.8
6059,OB32671,Oregon,F,High School or Below,,20587.0,106.0,0.0,Personal Auto,SUV,363.77598
6060,CD26907,California,M,Bachelor,,0.0,117.0,0.0,Personal Auto,Luxury,1227.822079
6061,YY46839,Washington,F,High School or Below,,29628.0,106.0,0.0,Corporate Auto,Two-Door Car,763.2
6062,HY36253,California,M,Bachelor,,28677.0,78.0,0.0,Personal Auto,Four-Door Car,131.515739
6063,KA62728,California,M,High School or Below,,87094.0,113.0,1.0,Personal Auto,Four-Door Car,64.894362
6064,GH98275,California,F,College,,0.0,64.0,0.0,Corporate Auto,Four-Door Car,181.810486
6065,DJ87316,Oregon,M,High School or Below,,43736.0,128.0,0.0,Personal Auto,SUV,614.4
6066,XC85830,Oregon,F,Bachelor,,69379.0,103.0,0.0,Corporate Auto,Two-Door Car,494.4
6067,VK85405,California,F,High School or Below,,80415.0,62.0,0.0,Corporate Auto,Two-Door Car,281.372658
6068,ZP27971,California,M,High School or Below,,26050.0,97.0,0.0,Personal Auto,Four-Door Car,465.6
6069,QC95625,California,M,High School or Below,,57449.0,103.0,0.0,Personal Auto,Four-Door Car,494.4
6070,DN34058,Washington,F,Bachelor,,68211.0,99.0,0.0,Corporate Auto,Four-Door Car,475.2
6071,VS80344,Arizona,F,Bachelor,,28445.0,103.0,0.0,Special Auto,Two-Door Car,427.762841
6072,SJ24275,Nevada,F,College,,37313.0,62.0,0.0,Personal Auto,Four-Door Car,246.57631
6073,YB58105,California,M,High School or Below,,0.0,110.0,1.0,Corporate Auto,Four-Door Car,1066.913401
6074,BP35803,California,F,College,,29194.0,89.0,0.0,Personal Auto,Four-Door Car,424.466821
6075,CL73599,Arizona,F,Bachelor,,79090.0,107.0,0.0,Personal Auto,SUV,289.040734
6076,ZR22245,Washington,F,College,,22571.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
6077,JJ57298,Oregon,M,College,,0.0,139.0,0.0,Corporate Auto,SUV,1066.63167
6078,FF53048,Arizona,F,Master,,48744.0,86.0,0.0,Personal Auto,Two-Door Car,412.8
6079,HD83496,Arizona,M,Bachelor,,0.0,71.0,0.0,Corporate Auto,Four-Door Car,511.2
6080,DD94148,California,M,College,,29530.0,74.0,0.0,Personal Auto,Two-Door Car,222.478994
6081,FM52759,Nevada,M,Bachelor,,67798.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
6082,OI39918,California,M,Bachelor,,16208.0,93.0,0.0,Personal Auto,Two-Door Car,446.4
6083,PC72443,Oregon,F,College,,94757.0,112.0,0.0,Personal Auto,Four-Door Car,5.453269
6084,OQ15169,Washington,F,High School or Below,,37995.0,139.0,0.0,Corporate Auto,SUV,667.2
6085,ZO89996,Oregon,M,College,,72302.0,66.0,0.0,Personal Auto,Two-Door Car,316.8
6086,OP70207,Oregon,M,College,,37934.0,137.0,1.0,Personal Auto,Luxury,385.440163
6087,ID39569,Washington,M,High School or Below,,19382.0,94.0,0.0,Personal Auto,Four-Door Car,676.8
6088,RJ80405,Arizona,M,Bachelor,,33191.0,70.0,0.0,Personal Auto,Four-Door Car,443.53718
6089,NT21324,Arizona,M,College,,72389.0,70.0,0.0,Personal Auto,Four-Door Car,206.158416
